restaurant_id,restaurant_name
4000630,Alfred -  الفريد - cloose
4000631,Road.40 - طريق اربعين - Closed
4000632,Furn El Sham Pies - فطائر فرن الشام
4000633,Steak Burger S - ستيك برجر - close 
4000634,Sushi bar 🍣 Goka Sakana - قوكا ساكانا - cloose
4000635,Modhesh - مطعم مدهش - close 
4000636,Maqlouba House Restaurant -  بيت المقلوبة -closed
4000637,Chicken It - تشكن ات
4000638,Kurtoz - كورتوز - cloose
4000639,Al Kanafany Star - نجم الكنفاني - Closed
4000640,Shawarma Manshood - شاورما منشود  - cloose
4000641,Flame & Grill Burger - فليم اند جريل برجر
4000642,The Pasta Guyz - ذا باستا غايز Closed
4000643,Beit Karim Restaurant - مطعم بيت كريم 
4000644,Al Tahreer - التحرير closed
4000645,Mana - مانا
4000646,Juice Lab - جوس لاب
4000647,Mudallal Restaurant - مطعم مدلل
4000648,Sushito - سوشيتو
4000649,Shawarma Dubai - شاورما دبي
4000650,terminated - Haneeth - مطعم حنيذ اصل الحنيذ
4000651,Morso - مورسو
4000652,Closed - Chick Out - تشك اوت
4000653,Chickeneggs - تشكين إقز - close 
4000654,Squeezed With Love - معصور بحب
4000655,Roya Sweets - حلويات رؤية
4000656,Spices Sprinkles T - سبايسز سبرنكلز - cloose
4000657,Al Rawdah Golden Kitchen - مطبخ الروضة الذهبية
4000658,Barkit - باركيت
4000659,Flame - فليم
4000660,Coast To Coast - كوست تو كوست
4000661,Pizzano - بيتزانو
4000662,Oolaa tacos - اولا تاكو
4000663,Solid - سولد  - cloose
4000664,Fry Zone - فراي زون - cloose
4000665,Coffee Basha - كوفي باشا
4000666,Falafel Abo Antar - فلافل ابو عنتر - cloose
4000667,Regalos - ريقالوس closed
4000668,Qurs Tawa - قرص تاوة
4000669,Ion - ايون 
4000670,Burger FBI - اف بي اي برجر - cloose
4000671,Kunafa Makers - صناع الكنافة - Closed
4000672,Kfaif - خفايف - close 
4000673,Kmanja - كمنجه- cloose
4000674,Sea Fast - سي فاست
4000675,Uzbakin - اوزبكين - cloose
4000676,Falafel Dose Restaurant - مطعم جرعة فلافل
4000677,Dozen - دوزين
4000678,Prince Ali - برنس علي
4000679,Oak berry World - 	اوك بيري
4000680,terminated - Sun Pizza - صن بيتزا 
4000681,Buzz Coffee - بوزز كافيه
4000682,Escadoro - اسكادورو
4000683,Tom Café - توم كافيه 
4000684,Uncle Khalil's BBQ - مطعم العم خليل 
4000685,Daily Tabkha - ديلي طبخة
4000686,The Burger Fix - ذا برجر فيكس - cloose
4000687,Pokai - بوكاي
4000688,Soo Healthy - حيل صحي
4000689,terminated - Kababji Aljazeera Restaurant
4000690,Neighborhood Café - نيبرهود كافيه - cloose
4000691,Burger Land - برجر لاند
4000692,Sikh W 1/2 - سيخ ونص
4000693,Chocolate Boutique  - تشوكليت بوتيك 
4000694,terminated - Burger Live - برجر لايف 
4000695,Terminated  Bird Box - بيرد بوكس
4000696,Bloom Roastery - بلوم روستري
4000697,Indian Meal - الوجبة الهندية
4000698,Dolma - دولمه
4000699,Aal Lubnani - عاللبناني - close
4000700,Biryani Palace - قصر البرياني 
4000701,Hatabgy - حطبجي
4000702,Sushi Demure - سوشي ديميور
4000703,Taba Garden Juices - عصائر حدائق طابا
4000704,Broccoli Bi - بروكلي
4000705,Haute R - هوت - close
4000706,Awraq Zahabya - اوراق ذهبية 
4000707,Press'd Juicery + Kitchen - برسد جوسري - close
4000708,Soupo & Sambel - سوبو وسمبل - Closed
4000709,Siri Of Splendor - سيريه روعة
4000710,Otrang Markts - متاجر أترنجة - cloose
4000711,Beef And Wild - بييف اند وايلد 
4000712,South Park Burger - ساوث بارك برجر
4000713,Darna Coffee - دارنا كافيه - cloose
4000714,300 Degrees - مطاعم 300
4000715,Glow chocolate - قلو شوكليت 
4000716,Freej Café - فريج كافيه
4000717,Fry Guys - فراي جايز 
4000718,Wind - ويند كافية
4000719,terminated - Smoked - سموكد
4000720,Pasta Bella - باستا بيلا
4000721,Grip Sandwich - جريب ساندويتش
4000722,Stock Coffee - مخازن البن
4000723,Allawi - علاوي - close
4000724,Kabshah - كبشة
4000725,Kulma Specialty Coffee - كولما قهوة مختصة
4000726,Smart Cafe -  المقهى الذكي قهوة مختصة
4000727,Upick B - يوبك
4000728,Hot Fool - الفول الساخن - close 
4000729,C Crew EST - مطعم الفرقة سين 
4000730,Q Smoke House - كيو سموك هاوس -CLOSED
4000731,Buffalo Wings St - بافلو وينجز اس تي - close
4000732,Froz Medina - فروز  close
4000733,The Green Fridge - ذا غرين فريدج - close
4000734,Fnoon Asia -  نكهات أسيا
4000735,Smash & Co - سماش أند كو - close
4000736,Pasta Show - باستا شو - Closed
4000737,Laranachocolate 9/10 - لارانا تشوكلت 9/10
4000738,Just Tawouk - جست طاووق
4000739,Mefan Coffee - مفن كوفي - close
4000740,The Burger Place - مكان البرقر
4000741,Jathel Café - قهوة جذل
4000742,Rowad Al Almathaq - رواد المذاق
4000743,Mixice Cafe - مكس ايس
4000744,Fantaq - فنتق
4000745,Tart Tut - تارت توت - cloose
4000746,Comma Cafe - كوما كافية - closse
4000747,Kenwa Restaurant - مطعم كنوا CLOSED
4000748,Grill And More - جريل اند مور  Closed
4000749,Live Barbecues - مطعم مشويات مباشر - Closed
4000750,One More - ون مور - cloose
4000751,Garden Chicken - حديقة الدجاج
4000752,Trfh - ترفه
4000753,فطور الحارة
4000754,Alba Coffee Roasters - البا
4000755,Da Pino - دا بينو - cloose
4000756,La Cucina - لا كوتشينا - cloose
4000757,SAYAR ALENA - سير علينا
4000758,Crateful Healthy Food - مطعم كريتفل للأكل الصحي
4000759,Al Qandeel AL Dahabi - بروستد القنديل الذهبي
4000760,Maccabees Restaurant - مطعم ومطبخ مكابيس الشعبي 
4000761,Yummy Yougurt - يمي يوغرت -  cloose
4000762,Red Zone - المنطقة الحمراء
4000763,terminated - Tendr - تندر
4000764,Blendz Express - بلاندز اكسبرس - cloose
4000765,picasso café - بيكاسو كافي
4000766,Terminated  Ram Shawerma - شاورما رام
4000767,araBita - ارابيتا - close
4000768,AlNadi - مندي الندي 
4000769,Aldakka - الدكة
4000770,Qedar Coffee - قيدار 
4000771,كرنش - Krnsh  مكبووسة تقوطر! 🍔
4000772,Shawrham Closed - شاورهم
4000773,Butares J - بوتيرس
4000774,NAKAHAT AL SHOUR - نكهات الشور
4000775,Super Sandwich - سوبر ساندوتش
4000776,CC'S - سي سيز - جرب بوكس التوفير
4000777,Stand Up Burger - برجر عالواقف
4000778,Qatebah - قاطبة
4000779,Happy Chicken - هابي تشكن
4000780,Fairouz Chapati - فيروز تشباتي
4000781,Mandi Rawaf - مندي رواف
4000782,Pizza Antica - بيتزا انتيكا -close
4000783,11 Inch Sandwich - إيليفن إنش ساندوتش
4000784,Pinza Pizza - بينزا
4000785,Tormosah - ترمسة - close
4000786,3 Friends Burger - ثري فريندز برجر closed
4000787,Sofret Alkhos  - سفرة الخوص
4000788,Ben's Cookies D - بنز كوكيز 
4000789,Sate B Restaurant - مطعم ساتي بي
4000790,99 Ninety Nine - ناينتي ناين كوفي
4000791, عصير و حلويات برتقالي Closed
4000792,Mix Burger - مكسبرقر - close
4000793,De Manor - دي مانور - cloose
4000794,Dirty Byrd - ديرتي بيرد CLOSED
4000795,Wall Pepper Pizzeria - وال بيبر بيزاريا
4000796,Masror - شاورما مسرور
4000797,Wrapped - رابد
4000798,Hlayele - مشويات هليل
4000799, terminated - Burger And Co - برجر اند كو
4000800, terminated - Oriental Garden - حديقة الشرق
4000801,Al Dhabi Corner Restaurant - مطعم ركن الظبي
4000802,Kasha - كاشا
4000803,Rooster - روستر
4000804,Bocata Casa - بوكاتا كاسا - cloose
4000805,Lambita - لامبيتا -  cloose
4000806,Bing Box - بينقبوكس - close
4000807,alhowdaj | الهودج
4000808,Randa - مطاعم رندا - close 
4000809,The Grind K - جرايند
4000810,Hasawi Reef Restaurant - مطعم الريف الحساوي
4000811,Shawarma Ayash - شاورما عياش - cloose
4000812,Hakaya - حكايا J
4000813,Flavor's Secrets - اسرار النكهة
4000814,Bianca - بيانكا
4000815,Sweet Barda - حلويات بردى - cloose
4000816,Dish Restaurant - مطعم الطبق - close
4000817,Side Walk - عصير الرصيف
4000818,Marsana Seafood - مطعم مرسانا للمأكولات البحرية
4000819,Ugur - أوغور
4000820,Sudfa Café - مقهى صدفة
4000821,Zone Burger H - برجر زون
4000822,Mozn Burger - مزن برجر
4000823,Noodles Rush - نودلز رش
4000824,Chef Mix - مطعم خلطة شيف - close
4000825,Kaif Al Khalej - كيف الخليج
4000826,Chicken & Chops - تشكن اند تشبز
4000827,terminated - Brunch And Munch - برنش آند منش
4000828,Salalah Summit Restaurant - مطعم قمة صلاله
4000829,Donuteria - دونتيريا - cloose
4000830,terminated-Universal Sandwich - يونفيرسال ساندويش
4000831,Burger Reserve - ريزيرف برجر - close
4000832,Cake Studio - كيك ستديو
4000833,Casa Xurros  - كازا تشوروز - cloose
4000834,SLD - اس ال دي
4000835, Slushy Ribs Steak Burger - سلوشي برجر ستيك اضلاع
4000836,Zouk Sham Restaurant - مطعم ذوق الشام close
4000837,Monia Speciality Coffee - منية قهوة مختصة
4000838,Al Qrqoor Fish Restaurant - مطعم أسماك القرقور 
4000839,Saaty Su - ساتي سو
4000840,Hop In Burger - هاب ان برجر - cloose
4000841,Crispy And Spicy - كرسبي و سبايسي
4000842,Say Cheese - ساي تشييز
4000843,Muhjah Cafe - مهجة كافيه
4000844,Chabo -  شابو
4000845,Bread & Nwasshf closed - خبز و نواشف 
4000846,Jareesh Cuisine - جريش كوزين
4000847,terminated - Flustrey - فلوستري
4000848,MALGHUMA - ملغومة closed
4000849,terminated - Nabta & Fata - نبتة وفتة
4000850,Valley - فالي
4000851,Lqymat Bigshti - لقيمات بقشتي
4000852,Caribbean Delight - البهجة الكاريبية - Closed
4000853,Sekktna - سكتنا - cloose
4000854,Porta Café - بورتا كافيه
4000855,Moe Burger - مو برجر - close 
4000856,Mahshi House - بيت المحشي 
4000857,Ligusa - لغوصة 
4000858,Five Am Restaurant - الساعة الخامسة صباحآ
4000859,weber burger - ويبر برجر
4000860,Half Cup -  هاف كب 
4000861,Zawya Barzan - زوايا برزان
4000862,terminated - El Sombrero J - السومبريرو
4000863,Closed-Sattooff - ستووف
4000864,Jarbna - جربنا
4000865,Shawermana - شاورمانة
4000866,جوينت برجر - joint burger
4000867,Juices Country - جوس كانتري
4000868,Delham - دلهام Closed
4000869,Rio Broast - ريو بروست - cloose
4000870,Crepe Taste - مذاق الكريب
4000871,Rite Coffee House - رايت كوفي هاوس - close
4000872,D.Kabab - مشاوي د.كباب 
4000873,Hawa Amman -مطعم شاورما هوا عمان
4000874,Suhail - سهيل 
4000875,Pew Pew - بيو بيو
4000876,terminated - Mubahar - مناقيش وشاورما مبهر
4000877,Bell Bakery - بيل بيكري - close
4000878,Ceremony - سيرمونى
4000879,Grill Master - كبير الشواء - close
4000880,Sweet Center - سويت سنتر
4000881,Huff & Puff T - هاف اند بف 
4000882,Pasta Gusto - باستا قوستو 
4000883,Masaf - مسف (جمعات وعزايم)
4000884,My Time - ماي تايم
4000885,Peeling - بيلنق
4000886,terminated - Stan Restaurant - مطعم استان - close
4000887,Rossa - روسا
4000888,CHEKNPCE - تشيكن بيس
4000889,Luxury Cafe - لكشري كافيه - cloose
4000890,Diamond Sweets - ماسة للحلويات
4000891,Tayyibat Amman - مطعم طيبات عمان
4000892,Quenchme - كوينش مي 
4000893,Jos Cafe - جوس كفي
4000894,BIG BUN - بيج بن
4000895,Stella Di Napoli - ستيلا دي نابولي
4000896,Konafaty - كنافتي
4000897,Bab Sharqi  - باب شرقي | رمضان شرقي
4000898,Daily Burger - ( terminated ) برجر يومي
4000899,Pizza Preda - بيتزا بريدا
4000900,Luzinj | لوزينج
4000901,Lahore Restaurant - مطعم لاهور 
4000902,Closed-Healthy Food Triangle - مثلث الغذاء الصحي
4000903,Enzyme Coffee - انزيم كوفي
4000904,Istanbul Shish Kabab - اسطنبول شيش كباب
4000905,The Black Gunner - بلاك جنر
4000906,Berry Cake - بيري كيك
4000907,Page16 - الصفحة 16
4000908,Hashwa - حشوة - close
4000909,Shanab Shawarma Amman - شاورما شنب عمان
4000910,Shawarma The Best Taste - شاورما أحلى ذوق
4000911,Bakery 8 - مخبز ثمانية
4000912,فلافل شامي
4000913,Mathaqat Kahfefa - مذاقات خفيفة - close
4000914,Birds - بيردز 
4000915,1/2 Chicken - هاف تشيكن
4000916,ON coffee - مقهى اون close
4000917,Vampa Pizza - فامبا بيتزا
4000918,Hadoota Shawarm - شاورما حدوته
4000919,Your Choice Is Correct - شاورما اختيارك صح
4000920,Boom Burger - بووم برجر
4000921,Chicken Hut - تشيكن هت
4000922,Mordimi - مورديمي
4000923,Vamos - فاموس
4000924,Docteur Kebda - دكتور كبدة
4000925,Halabia - حلبية
4000926,Baet Almshwyat - بيت المشويات
4000927,HAJI Shawarma - شاورما حجي
4000928,Fit Spot - فت سبوت-Closed
4000929,Location Fries - لوكيشن فرايز - close
4000930,Moof - موف closed
4000931,Mazazu Crepe -  مزازو كريب
4000932,Adwa Alsuda - اضواء السدة 
4000933,Lisboa Nata & Café - لشبوا ناتا اند كافي
4000934,فطور_رايق# Kutlet - كت لت  
4000935,Frykit - فرايكت
4000936,Kababji Cairo - كبابجي القاهرة 
4000937,Burger FI - برجر فاي
4000938,BIRYANI TIME - برياني تايم
4000939,Shortcut - شورت كت  - cloose
4000940,Joker - جوكر
4000941,Pure Seed - بيور سيد
4000942,sweet - ايس كريم حلو 
4000943,Mirzam - مرزام
4000944,Different juice - عصير غير
4000945,Yam Al Yam - يم ال يم
4000946,SHRIMP & CHKN - شرمب وشكن
4000947,LaRosha Sweets - لاروشا للحلويات
4000948,Crunchy Secret - كرانشي سيكرت
4000949,Inner Circle - انرسيركل
4000950,Golden Horse Cafe - مقهى الخيل الذهبي - cloose 
4000951,Saudi Walima - مطعم ومطبخ الوليمة السعودية
4000952,Bara - بارا
4000953,Burgundy Burger -  برجر عنابي
4000954,Kunafa Kaif - كنافة كيف
4000955,Specialty Burger - اختصاص البرجر
4000956,Green Tomato - جرين توميتو 
4000957,MBJ Fries - ام بي جى فرايز
4000958,Noir - نو اغ Closed 
4000959,Solo Restaurant - مطعم سولو لتقديم الوجبات
4000960,Mandy Hub - مندي هب
4000961,Imm Talal - ام طلال
4000962,Amm Shaher Shawarma- شاورما العم شاهر
4000963,Minyaki - منياكي 
4000964,Tostah - توسته
4000965,Hejazyat Halah - مطعم حجازية هالة
4000966,Cheese Slides Zone - تشيز سلايدز زون
4000967,Error X - ايرور اكس
4000968,Löffel Frites - لوفيل فريتز
4000969,Assila Plus - مطعم أصيلة بلس
4000970, Abu Helal Restaurant - مطاعم أبو هلال
4000971,Habka restaurant  - مطعم حبكه 
4000972,Picante - بيكانتي
4000973,Mashawi Al Tal - مشاوي التل
4000974,mr.falafel - مستر فلافل
4000975,Green Rack - جرين راك
4000976,Samaher 9/10 - سماهر 9/10
4000977,Asl Alqimat - اصل اللقيمات 
4000978,Broad Lounge - برود لاونج
4000979,panini - بانيني
4000980,Shawarma Aziz - شاورما عزيز 
4000981,Akalat Alniazi - أكلات النيازي
4000982,Coffee Caravans - قوافل القهوة
4000983,Ocean Fruits - مطعم ثمرات المحيط
4000984,Shawarma And Pie Street - شارع الشاورما والفطائر
4000985,Kotton Bakery - كوتن بيكري
4000986,Gym Meals - جيم ميلز
4000987,Pluma Café - بلوما كافية
4000988,Dokan Shawarma - دكان شاورما
4000989,Pocodor - ترافل بوكودور 🌙
4000990,Captain Smoky - كابتن سموكي
4000991,Kitchen Plus - كتشن بلس closed
4000992,Salat Alpatat - سلة البطاط - close
4000993,Fit Combo - فيت كومبو
4000994,Torch Sandwiches - تورش ساندوتشز 
4000995,Num Num - نم نم
4000996,Gosha - قوشا
4000997,Sayyar Tea - شاهي سيار
4000998,Mr Farooj - مستر فروج
4000999,Flafelcom M - فلافلكم - close
4001000,Army Chicken - جيش الدجاج
4001001,Arabic Zad Falafel - فلافل الزاد العربي 
4001002,Manga Garden - حديقة مانجا
4001003,Nue by Nomad - نيو باي نوماد
4001004,Red Chick In - رد تشك إن
4001005,Vog Burger - فوغ برجر 
4001006,Delicious Shawarma - الشاورما اللذيذه
4001007,Lab Hub - لاب هوب
4001008,TROV - تروف
4001009,Burger Fest - برجر فيست
4001010,Shurekie - شريك
4001011,Lazy Masoub - ليزي معصوب
4001012,Albayt Alfakhr - البيت الفاخر
4001013,Falafel Gate - بوابة الفلافل
4001014,Al Fursan - الفرسان
4001015,Toshka - توشكا
4001016,Tartelettes 9/10 - 9/10 تارتليتس
4001017,Crispy Zone - كرسبي زون
4001018,Olive Countryside - ريف الزيتون 
4001019,Samkna - سمكنا
4001020,Raising Cane’s  - ريزينج كينز 
4001021,Shaweesh - شاويش
4001022,Ghobza - غبزة
4001023,Alcove - آلكوف
4001024,Ripple Café - ريبل كافيه
4001025,shawrma alearab - شاورما العراب
4001026,Tashweha - تشويحة
4001027,Lareen Sweets - حلويات ومخبوزات لارين
4001028,Falfel Tasty - فلافل تيستي
4001029,Cafe EB - كافي ايبي- closed
4001030,Baks - باكز
4001031,Harat Shawarma - حارات شاورما
4001032,Krispy Sweet - كرسبي سويت
4001033,Bereket Doner Restaurant - مطعم بركات دونر
4001034,Coo Burger - كوو برجر
4001035,Shawarma Art - شاورما أرت
4001036,Pard - بارد
4001037,Terminated Hunger Zone - هنقر زون
4001038,Sharbek - شاورما شربك 
4001039,Foul And Tawah - فول وتاوه
4001040,ETO Sweets - حلويات ايتو
4001041,Sweets & More - حلويات واكثر 
4001042,Forn & Falafel - فرن وفلافل 
4001043,LB Sandwich - ليتل بيج ساندوتش
4001044,Tree Sweet - تري سويت
4001045,Nash Nash - نش نش 
4001046,Rechick - ري شيك 
4001047,Mr.Mezza - مستر ميزا 
4001048,Fish Islands - جزر الأسماك للمأكولات البحرية
4001049,Sol Olas - سول اولاس
4001050,"Hashi And Shaeaya H - حاشي وشواية , Close"
4001051,Balance It With Joy -  بالنس ات وذ جوي - cloose
4001052,Biryani House - بيت البرياني
4001053,Falafel Jannat Al Sham - فلافل جنة الشام 
4001054,Chikz - شيكز
4001055,Classics - كلاسيكس 
4001056,Shawarma Habibah - شاورما حبيبة
4001057,Animal - انيمال 
4001058,حتة بعيدة
4001059,Sabroso Cuisine - سابروسو كوزين -close
4001060,Hamam Al Chef - حمام الشيف
4001061,Gozar R - كنافة قوزار
4001062,Compleat Resturant & Bakery -  مطعم ومخبز كومبليت
4001063,Safwat Almathaq - صفوة المذاق 
4001064,Abi Btats - ابي بطاطس
4001065,3Eggs J - ثري ايجز - cloose
4001066,Space Cafe - سبيس كافيه
4001067,Judy's Deli - جوديز ديلي
4001068,Krispig Burger - كرسبك برقر
4001069,Chefio - شيفيو
4001070,Bones  - بونز .
4001071,Shawrmji - شورمجي
4001072,Chapter One - تشابتر ون
4001073,Pizzasta - بيتزاستا
4001074,Pasta Delizia - باستا ديليزيا T
4001075,Abadiyat - عباديات
4001076,Wao Bao - واو باو
4001077,Nashmi - نشمي
4001078,Wazzup Dog  - وازاب دوج
4001079,Gourmet Land - أرض الذواقه
4001080,Bab Sharqi J - باب شرقي
4001081,Smoke Castle - قلعة الدخن
4001082,Yildiz Basbousa - بسبوسة يلدز
4001083,Red Light Burgers - ريد لايت برقر
4001084,Frame Cafe - فريم كافيه - closed
4001085,H Koozi - كوزي - closed
4001086,Tatra Juices - عصائر تاترا عصير
4001087,Press It Right K - كبسه صح 
4001088,Jurnan - جرنان 
4001089,Duck Donuts - دوك دوناتس
4001090,Mac N Cheese -  ماك ان شيز  
4001091,Munchy  - مانتشي
4001092,Plant X Sharqeah. -بلانت وشرقية
4001093,Koshary Factory BH - كشري فاكتوري 
4001094,Maozonah - موزونة
4001095,Kunafa Chef - كنافة الطباخ 
4001096,Shawarma Salah - شاورما صلاح  - cloose
4001097,Spot Chicken - سبوت تشكن
4001098,Abby Shawaya  - أبي شواية (Permanently Closed) 
4001099,Rafa - رافا 
4001100,Arayes Omi - عرايس امي - close
4001101,Mqamra - مقمرة
4001102,juice Generation - جوس جينريشن
4001103,Covent Garden - كوفنت جاردن
4001104,Mahira cafe - مهيرة كافيه
4001105,Fluency - فلونسي
4001106,Gurah Specialty Coffee - غرة للقهوة المختصة
4001107,Real Burger N - ريل برجر  - close
4001108,Pear  - بيير
4001109,Shawarma Nahs - شاورما ناهس
4001110,Shawarma Tonight - شاورما هذا المساء - close
4001111,DulceMe  - دولسيمي
4001112,Muzbikum - مظبيكم
4001113,Ayar Café - أيار كافية
4001114,Bancam - بنكام
4001115,Mashwiyat Halab - مشويات حلب
4001116,Komi  -  كومي بروستد 🍗
4001117,Special Chocola 9/10 -9/10  سبيشل شوكولا
4001118,Brother’s Meat - برذرز مييت 
4001119,Polaris Cafe - بولاريس كافيه
4001120,Feel - فييل
4001121,Townie Milk Bar - تاوني ميلك بار
4001122,The Shawarma Co - شاورما كومبني
4001123,Paura - باورا
4001124,Sandwich M - ساندوتش 
4001125,Bloom - بلوم R
4001126,Majboos Al Fareej - مجبوس الفريج
4001127,Zawaya - زوايا
4001128,Anobh - عنوبه
4001129,Mafroon - مفرون
4001130,Coic Lounge - سيتي اوف آيس كريم 
4001131,Rukn Alherfi - ركن الهرفي
4001132,Lets Poke - ليتس بوكي 
4001133,Kung - كونغ
4001134,Kunoz Alrafidain - كنوز الرافدين
4001135,Posh - بش
4001136,Keshma - كشمة
4001137,Bem Bom Burger - بيم بوم برجر
4001138,Shelly'z - شلليز
4001139,Sober Sandwiches - سوبير ساندوتشر - close 
4001140,O Chiken - اوشكن
4001141,Opla - اوبلا
4001142,Koz Karak - كوز كرك
4001143,Crosta Pizza - كروستا بيتزا- cloose
4001144,Professional Oven - الفرن المحترف 
4001145,Burger 24 - برجر 24
4001146,Koshary Alalamy - كشري العالمي
4001147,Lv Live - لف لايف
4001148,Gusto - قستو
4001149,Tawoo  - طاووء
4001150,Epic Byrd  - ايبيك بيرد
4001151,Reef Alarab SK - ريف العرب - cloose
4001152,Slido Burger - سلايدو برجر (Closed)
4001153,88 Port B -  88 بورت 
4001154,Reefi Grilled - مشويات ريفي
4001155,Chef Dish - طبق الشيف - cloose
4001156,Chicken Zinger Factory - تشيكن زنجر فاكتوري
4001157,Al Kanafany Al Asley - الكنفاني الأصلي
4001158,Manqushat Alfurn - منقوشة الفرن
4001159,Jenakum Madinah Kitchen - جيناكم المطبخ المديني
4001160,The Peak - ذا بيك
4001161,Bow Specialty - بو قهوة مختصة
4001162,Yummy Chicken - يمي تشكن
4001163,Donuts Time R - دونتس تايم
4001164,La Pasta Di Mamma - لا باستا دي ماما
4001165,Update Dates Chocolates & More - ابديت
4001166,Q Shawarma - شاورما كيو
4001167,Crispish - الذ لهب❤️‍🔥 | كرسبش
4001168,Sisban - سيسبان
4001169,Hamada Grill Corner - ركن مشويات حماده Closed
4001170,Sultan Fish - سلطان السمك
4001171,Train Sandwich - ترين ساندوتش
4001172,Stove Burger - ستوف برجر
4001173,Salata - سالاتا
4001174,Worthy Café - ورثي كافيه
4001175,Naseel Al Nahel - نسيل النحل
4001176,Polo And Firis - بولو اند فرايز
4001177,Smokin Taco - سموكن تاكو
4001178,Hasawia Restaurant - مطعم حساوية
4001179,Khosh Shawarma - خوش شاورما
4001180,Qrger - كيورجر  closed
4001181,Dora Al-Hana Al-Bukhari - درة الهناء البخاري 
4001182,The Frame Café - ذي فريم كافية
4001183,Koreana Chicken - كوريانا تشيكن
4001184,Wahibo - وهيبو
4001185,Samolji  - صامولجي 
4001186,Shrimp - جمبري
4001187,Mad Papas Pizza - ماد باباز بيتزا
4001188,Khalit Zman - خلية زمان
4001189,Chick Stop - تشيك ستوب
4001190,AZ Station - اي زد ستيشن (closed)
4001191,Sabiiha - صبيحة 
4001192,Glace - جلاسيه
4001193,Meddys - ميديز
4001194,Rokn AL Waha - ركن الواحه Closed
4001195,Laof - لاوف
4001196,Alhamam Almahshi - الحمام المحشي
4001197,Chicken Basha A - تشيكن باشة
4001198,Sayak - سياخ
4001199,Kabsa - كبسة 
4001200,Mathaq Al Furn - مذاق الفرن
4001201,Bawaba Alfrat - بوابة الفرات
4001202,Falafel & Fol Falfol - فلافل وفول فلفول 
4001203,Gademk & Jadedk Market - قديمك و جديدك ماركت 
4001204,Old Burger - اولد برجر
4001205,Sov Pizzeria - سوڤ بيتزاريا
4001206,Salty & Sweet - مالح حلو
4001207,Beloved - بيلوفد - close
4001208,Smooth E - سموث إي
4001209,Vibes  - فايبز Terminated 
4001210,Stais - ستايس -  cloose
4001211,Hekayet Rice - حكاية رز closed
4001212,MR.Sambosa - مستر سمبوسة
4001213, Black Why - بلاك واي
4001214,Johnny Rockets BH- جوني ركتس
4001215,Fresh Food - فرش فود
4001216,Granville Coffee - جرانفيل كوفي
4001217,AL Faras café - الفرس كافيه (Terminated)
4001218,Sliders Hub - سلايدرز هب 
4001219,Breaky Burger - بريكي برغر
4001220,Anthurium - انثوريوم
4001221,Plov -  بلوف بخاري 
4001222,Ekleel Wadi - اكليل وادي
4001223,Shawarma Zakia - شاورما زكية
4001224,Mr. Falafel H - مستر فلافل
4001225,Agha Shawarma - شاورما اغا
4001226,Langosta - لانقوستا
4001227,Vento - فينتو
4001228,Sub Lab - صب لاب
4001229,Shinkar - شنكار 
4001230,Three Bites - ثري بايتس
4001231,Ameed Al Diafa - عميد الضيافة
4001232,Ellie Sweets - ايلي
4001233,Thog Al Bukhari - مطعم ذوق البخاري
4001234,Yalanji Cardinal - يالنجي كاردينال
4001235,Brooklyn Burger - بروكلين برجر
4001236,The Unit - ذا يونت
4001237, مطعم شطيرة المجد للوجبات السريعة- close
4001238,Hroof Shamiya - حروف شامية
4001239,Doctor Steak J - دكتور ستيك
4001240,Sandwich Ish - سندويش ايش
4001241,Mashtoor - مطعم مشطور 
4001242,Koftt Alhta - كفتة الحتة
4001243,Lotf - لطف 
4001244,Shawrham -  شاورهم - close
4001245,Sip Café - سيب كافيه 
4001246,Yume Sushi - يومي سوشي
4001247,Mixedup -   ميكسد اب - cloose
4001248,Sanaa Banatna - سنع بناتنا
4001249,Karak Albait - كرك البيت 
4001250,Almanal Burger - برجر المنال
4001251,Third Street R - ثيرد ستريت
4001252,Shawerma Ataam Zook - شاورما أطعم ذوق 
4001253,Cow Bells - كاوبلز 
4001254,Mama Samiha - ماما سميحة
4001255,Flafel 7mo - فلافل حمو 
4001256,Chef Aldayaa - شيف الضيعة
4001257,Jedaty Hessah - مقهى جدتي حصة
4001258,Zaman Altisin - زمان التسعين
4001259,How About Pizza - هاو اباوت بيتزا
4001260,Areika Chef - عريكة الشيف 
4001261,Guilt Free - قلت فري
4001262,Kunafa & More - كنافة وأكثر
4001263,Koya - كويا
4001264,Kluk - كلك
4001265,The Forge - ذا فورج
4001266,Afiyet Olsun - آفيتوس
4001267,Fatirati Dhawq - فطيرتي ذوق 
4001268,Madby Alasayel - مظبي الأصايل
4001269,Mork - مورك
4001270,Rocket Pizza And Pasta - روكيت بيتزا اند باستا
4001271,Poke House - بوكي هاوس
4001272,Manzo - مانزو
4001273,Pastry Station - فطائر ستيشن
4001274,Shawarma Mrmr - شاورما مرمر
4001275,Lamb Chef R - خروف الشيف
4001276,Sallat Al Shatayir - سلة الشطائر - cloose
4001277,Alounce Restaurant - مطعم الوانس
4001278,Diet World - دايت ورلد
4001279,Vabino - فابينو
4001280,9minutes -  9 دقايق
4001281,Fabulous Falafels - فابلس فلافل
4001282,Tikka2Go - تكة تو غو
4001283,Different Burger - برجر مختلف
4001284,Bait Alliwan - بيت الليوان
4001285,Koshary Salsa - كشري و صلصه
4001286,Shake And Cake - شيك اند كيك
